"game_id","matchup","time","favorite","espn_spread","oddshark_spread","spread","update.ts"
93,"Idaho State @ Utah State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
94,"Ohio @ Purdue",NA,NA,NA,NA,NA,2017-09-10 21:00:31
95,"Arkansas-Pine Bluff @ Akron",NA,NA,NA,NA,NA,2017-09-10 21:00:31
96,"Fresno State @ Alabama",NA,NA,NA,NA,NA,2017-09-10 21:00:31
97,"Savannah State @ Appalachian State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
98,"Houston @ Arizona",NA,NA,NA,NA,NA,2017-09-10 21:00:31
99,"San Diego State @ Arizona State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
100,"TCU @ Arkansas",NA,NA,NA,NA,NA,2017-09-10 21:00:31
101,"Miami @ Arkansas State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
102,"UAB @ Ball State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
103,"UT San Antonio @ Baylor",NA,NA,NA,NA,NA,2017-09-10 21:00:31
104,"Wake Forest @ Boston College",NA,NA,NA,NA,NA,2017-09-10 21:00:31
105,"South Dakota @ Bowling Green",NA,NA,NA,NA,NA,2017-09-10 21:00:31
106,"Utah @ BYU",NA,NA,NA,NA,NA,2017-09-10 21:00:31
107,"Weber State @ California",NA,NA,NA,NA,NA,2017-09-10 21:00:31
108,"Auburn @ Clemson",NA,NA,NA,NA,NA,2017-09-10 21:00:31
109,"Texas State @ Colorado",NA,NA,NA,NA,NA,2017-09-10 21:00:31
110,"Abilene Christian @ Colorado State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
111,"South Florida @ Connecticut",NA,NA,NA,NA,NA,2017-09-10 21:00:31
112,"Northwestern @ Duke",NA,NA,NA,NA,NA,2017-09-10 21:00:31
113,"Alcorn State @ Florida Intl",NA,NA,NA,NA,NA,2017-09-10 21:00:31
114,"Northern Colorado @ Florida",NA,NA,NA,NA,NA,2017-09-10 21:00:31
115,"Louisiana Monroe @ Florida State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
116,"Jacksonville State @ Georgia Tech",NA,NA,NA,NA,NA,2017-09-10 21:00:31
117,"UNLV @ Idaho",NA,NA,NA,NA,NA,2017-09-10 21:00:31
118,"Western Kentucky @ Illinois",NA,NA,NA,NA,NA,2017-09-10 21:00:31
119,"Iowa @ Iowa State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
120,"Central Michigan @ Kansas",NA,NA,NA,NA,NA,2017-09-10 21:00:31
121,"Charlotte @ Kansas State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
122,"Howard @ Kent State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
123,"Eastern Kentucky @ Kentucky",NA,NA,NA,NA,NA,2017-09-10 21:00:31
124,"Chattanooga @ LSU",NA,NA,NA,NA,NA,2017-09-10 21:00:31
125,"Towson @ Maryland",NA,NA,NA,NA,NA,2017-09-10 21:00:31
126,"Austin Peay @ Miami (OH)",NA,NA,NA,NA,NA,2017-09-10 21:00:31
127,"Cincinnati @ Michigan",NA,NA,NA,NA,NA,2017-09-10 21:00:31
128,"Western Michigan @ Michigan State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
129,"South Carolina @ Missouri",NA,NA,NA,NA,NA,2017-09-10 21:00:31
130,"Marshall @ NC State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
131,"Toledo @ Nevada",NA,NA,NA,NA,NA,2017-09-10 21:00:31
132,"New Mexico State @ New Mexico",NA,NA,NA,NA,NA,2017-09-10 21:00:31
133,"Louisville @ North Carolina",NA,NA,NA,NA,NA,2017-09-10 21:00:31
134,"Eastern Illinois @ Northern Illinois",NA,NA,NA,NA,NA,2017-09-10 21:00:31
135,"Oklahoma @ Ohio State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
136,"UT Martin @ Ole Miss",NA,NA,NA,NA,NA,2017-09-10 21:00:31
137,"Nebraska @ Oregon",NA,NA,NA,NA,NA,2017-09-10 21:00:31
138,"Minnesota @ Oregon State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
139,"Pittsburgh @ Penn State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
140,"Eastern Michigan @ Rutgers",NA,NA,NA,NA,NA,2017-09-10 21:00:31
141,"North Texas @ SMU",NA,NA,NA,NA,NA,2017-09-10 21:00:31
142,"Oklahoma State @ South Alabama",NA,NA,NA,NA,NA,2017-09-10 21:00:31
143,"Southern @ Southern Mississippi",NA,NA,NA,NA,NA,2017-09-10 21:00:31
144,"Middle Tennessee @ Syracuse",NA,NA,NA,NA,NA,2017-09-10 21:00:31
145,"Villanova @ Temple",NA,NA,NA,NA,NA,2017-09-10 21:00:31
146,"Indiana State @ Tennessee",NA,NA,NA,NA,NA,2017-09-10 21:00:31
147,"San José State @ Texas",NA,NA,NA,NA,NA,2017-09-10 21:00:31
148,"Nicholls @ Texas A&M",NA,NA,NA,NA,NA,2017-09-10 21:00:31
149,"Alabama State @ Troy",NA,NA,NA,NA,NA,2017-09-10 21:00:31
150,"Louisiana @ Tulsa",NA,NA,NA,NA,NA,2017-09-10 21:00:31
151,"Memphis @ UCF",NA,NA,NA,NA,NA,2017-09-10 21:00:31
152,"Hawai'i @ UCLA",NA,NA,NA,NA,NA,2017-09-10 21:00:31
153,"Old Dominion @ UMass",NA,NA,NA,NA,NA,2017-09-10 21:00:31
154,"Stanford @ USC",NA,NA,NA,NA,NA,2017-09-10 21:00:31
155,"Rice @ UTEP",NA,NA,NA,NA,NA,2017-09-10 21:00:31
156,"Alabama A&M @ Vanderbilt",NA,NA,NA,NA,NA,2017-09-10 21:00:31
157,"Indiana @ Virginia",NA,NA,NA,NA,NA,2017-09-10 21:00:31
158,"Delaware @ Virginia Tech",NA,NA,NA,NA,NA,2017-09-10 21:00:31
