"egame_id","game_id","matchup","time","favorite","espn_spread"
400945253,93,"Idaho State @ Utah State",NA,"",NA
400935239,94,"Ohio @ Purdue",NA,"",NA
400944893,95,"Arkansas-Pine Bluff @ Akron",NA,"",NA
400933841,96,"Fresno State @ Alabama",NA,"",NA
400944831,97,"Savannah State @ Appalachian State",NA,"",NA
400935258,98,"Houston @ Arizona",NA,"",NA
400935259,99,"San Diego State @ Arizona State",NA,"",NA
400933842,100,"TCU @ Arkansas",NA,"",NA
400937457,101,"Miami @ Arkansas State",NA,"",NA
400938605,102,"UAB @ Ball State",NA,"",NA
400934498,103,"UT San Antonio @ Baylor",NA,"",NA
400937453,104,"Wake Forest @ Boston College",NA,"",NA
400944897,105,"South Dakota @ Bowling Green",NA,"",NA
400935263,106,"Utah @ BYU",NA,"",NA
400935268,107,"Weber State @ California",NA,"",NA
400933843,108,"Auburn @ Clemson",NA,"",NA
400935262,109,"Texas State @ Colorado",NA,"",NA
400945254,110,"Abilene Christian @ Colorado State",NA,"",NA
400941796,111,"South Florida @ Connecticut",NA,"",NA
400935240,112,"Northwestern @ Duke",NA,"",NA
400938600,113,"Alcorn State @ Florida Intl",NA,"",NA
400933844,114,"Northern Colorado @ Florida",NA,"",NA
400937454,115,"Louisiana Monroe @ Florida State",NA,"",NA
400937455,116,"Jacksonville State @ Georgia Tech",NA,"",NA
400944833,117,"UNLV @ Idaho",NA,"",NA
400935241,118,"Western Kentucky @ Illinois",NA,"",NA
400934499,119,"Iowa @ Iowa State",NA,"",NA
400934500,120,"Central Michigan @ Kansas",NA,"",NA
400934501,121,"Charlotte @ Kansas State",NA,"",NA
400944896,122,"Howard @ Kent State",NA,"",NA
400933846,123,"Eastern Kentucky @ Kentucky",NA,"",NA
400933847,124,"Chattanooga @ LSU",NA,"",NA
400935242,125,"Towson @ Maryland",NA,"",NA
400944894,126,"Austin Peay @ Miami (OH)",NA,"",NA
400935243,127,"Cincinnati @ Michigan",NA,"",NA
400935244,128,"Western Michigan @ Michigan State",NA,"",NA
400933850,129,"South Carolina @ Missouri",NA,"",NA
400937458,130,"Marshall @ NC State",NA,"",NA
400944898,131,"Toledo @ Nevada",NA,"",NA
400944834,132,"New Mexico State @ New Mexico",NA,"",NA
400937456,133,"Louisville @ North Carolina",NA,"",NA
400944895,134,"Eastern Illinois @ Northern Illinois",NA,"",NA
400934502,135,"Oklahoma @ Ohio State",NA,"",NA
400933848,136,"UT Martin @ Ole Miss",NA,"",NA
400935264,137,"Nebraska @ Oregon",NA,"",NA
400935265,138,"Minnesota @ Oregon State",NA,"",NA
400935245,139,"Pittsburgh @ Penn State",NA,"",NA
400935246,140,"Eastern Michigan @ Rutgers",NA,"",NA
400938601,141,"North Texas @ SMU",NA,"",NA
400934503,142,"Oklahoma State @ South Alabama",NA,"",NA
400938604,143,"Southern @ Southern Mississippi",NA,"",NA
400937459,144,"Middle Tennessee @ Syracuse",NA,"",NA
400941797,145,"Villanova @ Temple",NA,"",NA
400933851,146,"Indiana State @ Tennessee",NA,"",NA
400934504,147,"San José State @ Texas",NA,"",NA
400933852,148,"Nicholls @ Texas A&M",NA,"",NA
400944835,149,"Alabama State @ Troy",NA,"",NA
400941798,150,"Louisiana @ Tulsa",NA,"",NA
400941795,151,"Memphis @ UCF",NA,"",NA
400935261,152,"Hawai'i @ UCLA",NA,"",NA
400938602,153,"Old Dominion @ UMass",NA,"",NA
400935260,154,"Stanford @ USC",NA,"",NA
400938603,155,"Rice @ UTEP",NA,"",NA
400933853,156,"Alabama A&M @ Vanderbilt",NA,"",NA
400935347,157,"Indiana @ Virginia",NA,"",NA
400937460,158,"Delaware @ Virginia Tech",NA,"",NA
400935266,159,"Montana @ Washington",NA,"",NA
400935267,160,"Boise State @ Washington State",NA,"",NA
400934505,161,"East Carolina @ West Virginia",NA,"",NA
400935348,162,"Florida Atlantic @ Wisconsin",NA,"",NA
400945255,163,"Gardner-Webb @ Wyoming",NA,"",NA
400934562,164,"Buffalo @ Army",NA,"",NA
400941794,165,"Tulane @ Navy",NA,"",NA
400944832,166,"New Hampshire @ Georgia Southern",NA,"",NA
400933849,168,"Mississippi State @ Louisiana Tech",NA,"",NA
400933845,169,"Georgia @ Notre Dame",NA,"",NA
