"game_id","date","time","home_short","away_short","favorite","espn_spread","oddshark_spread","update_ts"
1,"","","BYU","PRST","",NA,36.5,2017-09-01 07:27:44
2,"","","UMASS","HAW","",NA,NA,2017-09-01 07:27:44
3,"","","CSU","ORST","",NA,3.5,2017-09-01 07:27:44
4,"","","SJSU","USF","",NA,NA,2017-09-01 07:27:44
5,"","","RICE","STAN","",NA,30,2017-09-01 07:27:44
6,"","","ASU","NMSU","",NA,24.5,2017-09-01 07:27:44
7,"","","CMU","URI","",NA,34.5,2017-09-01 07:27:44
8,"","","CIN","PEAY","",NA,42,2017-09-01 07:27:44
9,"","","CONN","HC","",NA,NA,2017-09-01 07:27:44
10,"","","GAST","TNST","",NA,14.5,2017-09-01 07:27:44
11,"","","IND","OSU","",NA,20.5,2017-09-01 07:27:44
12,"","","MEM","ULM","",NA,NA,2017-09-01 07:27:44
13,"","","MINN","BUFF","",NA,22,2017-09-01 07:27:44
14,"","","TOL","ELON","",NA,45,2017-09-01 07:27:44
15,"","","UTAH","UND","",NA,20,2017-09-01 07:27:44
16,"","","WAKE","PRE","",NA,NA,2017-09-01 07:27:44
17,"","","ARK","FAMU","",NA,47,2017-09-01 07:27:44
18,"","","IDHO","SAC","",NA,21.5,2017-09-01 07:27:44
57,"","","OKST","TLSA","",NA,20,2017-09-01 07:27:44
71,"","","UCF","FIU","",NA,NA,2017-09-01 07:27:44
75,"","","UTSA","HOU","",NA,NA,2017-09-01 07:27:44
25,"2017-09-01","6:00 PM ","ARMY","FOR","ARMY",20.5,20.5,2017-09-01 07:27:44
19,"2017-09-01","6:30 PM ","EMU","CHAR","EMU",14,14,2017-09-01 07:27:44
22,"2017-09-01","7:00 PM ","SYR","CCSU","SYR",46.5,NA,2017-09-01 07:27:44
63,"2017-09-02","1:00 PM ","PITT","YSU","",NA,NA,2017-09-01 07:27:44
32,"2017-09-02","12:00 PM ","CLEM","KENT","CLEM",39.5,39.5,2017-09-01 07:27:44
39,"2017-09-02","12:00 PM ","ILL","BALL","ILL",6.5,6.5,2017-09-01 07:27:44
40,"2017-09-02","12:00 PM ","IOWA","WYO","IOWA",11.5,11.5,2017-09-01 07:27:44
48,"2017-09-02","12:00 PM ","MSU","BGSU","MSU",17,17.5,2017-09-01 07:27:44
50,"2017-09-02","12:00 PM ","MIZ","MOST","",NA,NA,2017-09-01 07:27:44
62,"2017-09-02","12:00 PM ","PSU","AKR","PSU",30.5,30.5,2017-09-01 07:27:44
67,"2017-09-02","12:00 PM ","TEX","MD","TEX",18.5,18.5,2017-09-01 07:27:44
53,"2017-09-02","12:20 PM ","UNC","CAL","UNC",12.5,12,2017-09-01 07:27:44
47,"2017-09-02","12:30 PM ","MIAMI","BCU","",NA,NA,2017-09-01 07:27:44
27,"2017-09-02","2:00 PM ","AFA","VMI","",NA,NA,2017-09-01 07:27:44
61,"2017-09-02","2:00 PM ","ORST","PRST","",NA,NA,2017-09-01 07:27:44
81,"2017-09-02","3:00 PM ","SC","NCST","SC",5,5,2017-09-01 07:27:44
55,"2017-09-02","3:30 PM ","NW","NEV","NW",24.5,24,2017-09-01 07:27:44
56,"2017-09-02","3:30 PM ","OKLA","UTEP","OKLA",43,43,2017-09-01 07:27:44
70,"2017-09-02","3:30 PM ","UAB","AAMU","",NA,NA,2017-09-01 07:27:44
76,"2017-09-02","3:30 PM ","UVA","W&M","",NA,NA,2017-09-01 07:27:44
79,"2017-09-02","3:30 PM ","FLA","MICH","MICH",5.5,5,2017-09-01 07:27:44
85,"2017-09-02","3:30 PM ","ND","TEM","ND",18.5,18.5,2017-09-01 07:27:44
31,"2017-09-02","3:45 PM ","BSU","TROY","BSU",11,10.5,2017-09-01 07:27:44
49,"2017-09-02","4:00 PM ","MSST","CHSO","",NA,NA,2017-09-01 07:27:44
69,"2017-09-02","4:00 PM ","TTU","EWU","",NA,NA,2017-09-01 07:27:44
74,"2017-09-02","4:00 PM ","USF","STON","",NA,NA,2017-09-01 07:27:44
86,"2017-09-02","4:00 PM ","USM","UK","UK",10.5,NA,2017-09-01 07:27:44
73,"2017-09-02","5:15 PM ","USC","WMU","USC",26.5,26.5,2017-09-01 07:27:44
34,"2017-09-02","6:00 PM ","DUKE","NCCU","",NA,NA,2017-09-01 07:27:44
35,"2017-09-02","6:00 PM ","ECU","JMU","",NA,NA,2017-09-01 07:27:44
58,"2017-09-02","6:00 PM ","ODU","ALBY","",NA,NA,2017-09-01 07:27:44
37,"2017-09-02","6:15 PM ","UGA","APP","UGA",14.5,14,2017-09-01 07:27:44
46,"2017-09-02","6:30 PM ","MRSH","M-OH","MRSH",2.5,NA,2017-09-01 07:27:44
30,"2017-09-02","7:00 PM ","BAY","LIB","",NA,NA,2017-09-01 07:27:44
33,"2017-09-02","7:00 PM ","CCU","UMASS","UMASS",2.5,NA,2017-09-01 07:27:44
