"game_id","date","time","home_short","away_short","favorite","espn_spread","oddshark_spread","update_ts"
42,"2017-09-02","7:00 PM ","KU","SEMO","",NA,NA,2017-09-01 07:27:44
44,"2017-09-02","7:00 PM ","ULL","SELA","",NA,NA,2017-09-01 07:27:44
45,"2017-09-02","7:00 PM ","LT","NWST","",NA,NA,2017-09-01 07:27:44
54,"2017-09-02","7:00 PM ","UNT","LAM","",NA,NA,2017-09-01 07:27:44
65,"2017-09-02","7:00 PM ","SMU","SFA","",NA,NA,2017-09-01 07:27:44
68,"2017-09-02","7:00 PM ","TXST","HBU","",NA,NA,2017-09-01 07:27:44
78,"2017-09-02","7:00 PM ","WKU","EKY","",NA,NA,2017-09-01 07:27:44
84,"2017-09-02","7:00 PM ","OHIO","HAMP","",NA,NA,2017-09-01 07:27:44
43,"2017-09-02","7:10 PM ","KSU","UCA","",NA,NA,2017-09-01 07:27:44
29,"2017-09-02","7:30 PM ","AUB","GASO","AUB",34,34.5,2017-09-01 07:27:44
59,"2017-09-02","7:30 PM ","MISS","USA","MISS",23.5,24,2017-09-01 07:27:44
64,"2017-09-02","7:30 PM ","SJSU","CP","",NA,NA,2017-09-01 07:27:44
82,"2017-09-02","7:30 PM ","PUR","LOU","LOU",24.5,24.5,2017-09-01 07:27:44
21,"2017-09-02","8:00 PM ","RUTG","WASH","WASH",27.5,27.5,2017-09-01 07:27:44
24,"2017-09-02","8:00 PM ","COLO","CSU","COLO",3.5,3.5,2017-09-01 07:27:44
26,"2017-09-02","8:00 PM ","FAU","NAVY","NAVY",9.5,10,2017-09-01 07:27:44
23,"2017-09-02","9:00 PM ","WIS","USU","WIS",27.5,27.5,2017-09-01 07:27:44
20,"2017-09-02","9:30 PM ","NIU","BC","BC",4.5,NA,2017-09-01 07:27:44
36,"2017-09-03","10:00 PM ","FRES","IW","",NA,NA,2017-09-01 07:27:44
77,"2017-09-03","10:30 PM ","WSU","MTST","",NA,NA,2017-09-01 07:27:44
28,"2017-09-03","11:00 PM ","ARIZ","NAU","",NA,NA,2017-09-01 07:27:44
38,"2017-09-03","11:59 PM ","HAW","WCU","",NA,NA,2017-09-01 07:27:44
90,"2017-09-03","7:30 PM ","UCLA","TA&M","UCLA",3.5,3.5,2017-09-01 07:27:44
91,"2017-09-03","7:30 PM ","VT","WVU","VT",4,4,2017-09-01 07:27:44
41,"2017-09-03","8:00 PM ","ISU","UNI","",NA,NA,2017-09-01 07:27:44
51,"2017-09-03","8:00 PM ","NEB","ARST","NEB",14.5,14.5,2017-09-01 07:27:44
52,"2017-09-03","8:00 PM ","UNM","ACU","",NA,NA,2017-09-01 07:27:44
66,"2017-09-03","8:00 PM ","TCU","JKST","",NA,NA,2017-09-01 07:27:44
80,"2017-09-03","8:00 PM ","ALA","FSU","ALA",7,7,2017-09-01 07:27:44
87,"2017-09-03","8:00 PM ","TULN","GRAM","",NA,NA,2017-09-01 07:27:44
88,"2017-09-03","8:00 PM ","MTSU","VAN","VAN",3,3.5,2017-09-01 07:27:44
60,"2017-09-03","8:15 PM ","ORE","SUU","",NA,NA,2017-09-01 07:27:44
89,"2017-09-03","8:30 PM ","SDSU","UCD","",NA,NA,2017-09-01 07:27:44
72,"2017-09-03","9:00 PM ","UNLV","HOW","",NA,NA,2017-09-01 07:27:44
83,"2017-09-03","9:30 PM ","LSU","BYU","LSU",14.5,15.5,2017-09-01 07:27:44
92,"2017-09-05","8:00 PM ","GT","TENN","TENN",3,3,2017-09-01 07:27:44
