"game_id","matchup","time","favorite","espn_spread","oddshark_spread","spread","update.ts"
154,"Stanford @ USC"," 20:30:00","USC",6,5.5,6,2017-09-08 10:29:52
155,"Rice @ UTEP"," 20:00:00","UTEP",1.5,1,1.5,2017-09-08 10:29:52
156,"Alabama A&M @ Vanderbilt"," 16:00:00","",NA,NA,NA,2017-09-08 10:29:52
157,"Indiana @ Virginia"," 15:30:00","IND",3,3,3,2017-09-08 10:29:52
158,"Delaware @ Virginia Tech"," 15:30:00","",NA,NA,NA,2017-09-08 10:29:52
159,"Montana @ Washington"," 20:00:00","",NA,NA,NA,2017-09-08 10:29:52
160,"Boise State @ Washington State"," 22:30:00","WSU",10,10.5,10,2017-09-08 10:29:52
161,"East Carolina @ West Virginia"," 12:00:00","WVU",24.5,24.5,24.5,2017-09-08 10:29:52
162,"Florida Atlantic @ Wisconsin"," 12:00:00","WIS",32,32,32,2017-09-08 10:29:52
163,"Gardner-Webb @ Wyoming"," 16:00:00","",NA,NA,NA,2017-09-08 10:29:52
164,"Buffalo @ Army"," 12:00:00","ARMY",16,16.5,16,2017-09-08 10:29:52
165,"Tulane @ Navy"," 15:30:00","NAVY",13,13,13,2017-09-08 10:29:52
166,"New Hampshire @ Georgia Southern"," 16:00:00","",NA,NA,NA,2017-09-08 10:29:52
168,"Mississippi State @ Louisiana Tech"," 19:30:00","MSST",9.5,8.5,9.5,2017-09-08 10:29:52
169,"Georgia @ Notre Dame"," 19:30:00","ND",5,4.5,5,2017-09-08 10:29:52
