game_id,egame_id,matchup,week
761,400933929,MissouriVanderbilt,12
719,400934551,Iowa StateBaylor,12
765,400934554,TexasWest Virginia,12
746,400935321,ArizonaOregon,12
747,400935322,Arizona StateOregon State,12
731,400935410,RutgersIndiana,12
732,400935411,PurdueIowa,12
738,400935412,MarylandMichigan State,12
741,400935413,MinnesotaNorthwestern,12
744,400938666,RiceOld Dominion,12
767,400945304,Fresno StateWyoming,12
770,400944877,South AlabamaGeorgia Southern,12
721,400938895,MassachusettsBYU,12
759,400938663,LA TechUTEP,12
750,400938661,CharlotteSouthern Miss,12
771,400934582,NavyNotre Dame,12
723,400945301,San Jose StateColorado State,12
730,400944876,Coastal CarolinaIdaho,12
740,400934571,ArmyNorth Texas,12
768,400937520,Boston CollegeUCONN,12
726,400938662,Florida International (FIU)Florida Atlantic,12
760,400938664,MarshallUTSA,12
772,400945305,NevadaSan Diego State,12
775,400945025,Bowling GreenEastern Michigan,13
773,400945026,Kent StateAkron,13
774,400945027,Miami-OHBall State,13
776,400933930,Ole MissMississippi State,13
787,400937530,Virginia TechVirginia,13
781,400937529,Miami-FLPittsburgh,13
785,400941849,USFUCF,13
778,400945028,NIUCentral Michigan,13
777,400945029,OhioBuffalo,13
784,400945030,Western MichiganToledo,13
779,400941850,NavyHouston,13
826,400944883,Texas StateTroy,13
782,400934556,BaylorTCU,13
791,400933931,MissouriArkansas,13
788,400945308,New MexicoSan Diego State,13
780,400935417,IowaNebraska,13
795,400938668,WKUFlorida International (FIU),13
783,400934557,Texas TechTexas,13
786,400935326,CaliforniaUCLA,13
792,400933932,AlabamaAuburn,13
814,400934560,West VirginiaOklahoma,13
822,400933937,ClemsonSouth Carolina,13
806,400935419,Penn StateMaryland,13
832,400935330,Washington StateWashington,13
815,400934559,KansasOklahoma State,13
810,400935421,WisconsinMinnesota,13
796,400933933,Florida StateFlorida,13
804,400933936,Texas A&MLSU,13
798,400933934,GeorgiaGeorgia Tech,13
801,400933935,LouisvilleKentucky,13
800,400934558,Iowa StateKansas State,13
823,400934583,Notre DameStanford,13
825,400933938,VanderbiltTennessee,13
816,400935327,Oregon StateOregon,13
790,400935328,ArizonaArizona State,13
830,400935329,ColoradoUtah,13
803,400938669,UTSALA Tech,13
817,400935422,IndianaPurdue,13
819,400935423,Michigan StateRutgers,13
828,400938673,UTEPUAB,13
799,400935418,NorthwesternIllinois,13
824,400937531,Boston CollegeSyracuse,13
831,400937532,DukeWake Forest,13
811,400937533,North CarolinaNC State,13
820,400945309,WyomingSan Jose State,13
802,400944881,Georgia SouthernLouisiana-Lafayette,13
794,400941851,UCONNCincinnati,13
807,400941852,East CarolinaMemphis,13
827,400941853,TempleTulsa,13
821,400941854,TulaneSMU,13
797,400944879,Appalachian StateGeorgia State,13
789,400945306,Utah StateAir Force,13
808,400935420,Ohio StateMichigan,13
818,400938672,North TexasRice,13
793,400938667,Florida AtlanticCharlotte,13
805,400938670,Southern MissMarshall,13
809,400938671,Old DominionMiddle Tennessee,13
829,400944880,Arkansas StateLouisiana-Monroe,13
812,400945311,UNLVNevada,13
833,400945307,Boise StateFresno State,13
813,400944882,IdahoNew Mexico State,13
834,400945310,BYUHawaii,13
835,400944884,Louisiana-LafayetteAppalachian State,14
836,400944885,TroyArkansas State,14
837,400944886,Georgia SouthernCoastal Carolina,14
838,400944887,IdahoGeorgia State,14
839,400944888,South AlabamaNew Mexico State,14
